Year,Seed,FK,FKS,AAWCE
2000,0,0.9377984481419217,0.009183099515883262,0.000123052568987
2000,1,0.9376376244875329,0.010019353966262612,0.000768107054671
2000,2,0.9378790404714349,0.006661860455365602,0.00109794858297
2000,3,0.9377568797314296,0.010076092201178501,0.00126990671284
2000,4,0.9382525717646802,0.015236933207820989,0.000894898819919
2000,5,0.9376448834666631,0.008125007793351702,0.000708011962208
2000,6,0.9373948984604731,0.00952568878595773,0.000940900688788
2000,7,0.9380869158058311,0.010910723809371671,0.000848001125002
2000,8,0.9382799966398604,0.012758643759412023,0.000754069472691
2000,9,0.9375513776813893,0.011468136383522419,0.000801172807474
2000,10,0.9375477850808899,0.0059931515023855025,0.000783288451793
2000,11,0.9379283537918857,0.009369061114809939,0.000896175999501
2000,12,0.9379626505760458,0.011991308601336037,0.000963686940731
2000,13,0.9375566470336165,0.01107456014699635,0.000854670810733
2000,14,0.9382641193112148,0.012231975655440291,0.00088123441106
2000,15,0.9384038792467744,0.013725492736648337,0.000737454183533
2000,16,0.938024665796652,0.010482076535227845,0.0011207643587
2000,17,0.9379206844109349,0.010110646074846597,0.000842938580228
2000,18,0.93792586803447,0.012433363673720813,0.00114928177409
2000,19,0.9382140572963713,0.015017374977126267,0.000762884216114
2000,20,0.9379044007553663,0.009524413487348211,0.000559866729012
2000,21,0.9378902633532923,0.006979652319465724,0.000945635826115
2000,22,0.9373326128175168,0.008053718588483937,0.000833858178615
2000,23,0.9380967512498993,0.013512386683039118,0.000628170930892
2000,24,0.938415158934857,0.012699225837633586,0.000624863758466
2000,25,0.9382759115014921,0.010362161014152101,0.000641487255727
2000,26,0.9379810969504723,0.012497525751601941,0.000763605387065
2000,27,0.9379209769002916,0.007763775539466441,0.00102524542116
2000,28,0.93796758683841,0.009269411328119221,0.00105522849413
2000,29,0.9380494947184502,0.016059968629022685,0.000794086181302
2000,30,0.937614282563432,0.010665621540949853,0.00165813328618
2000,31,0.9384392048964442,0.01443926426777546,0.000924013009017
2000,32,0.9378923919933249,0.005022773180856918,0.000756383249601
2000,33,0.937967024536601,0.013358234915890907,0.000808823690306
2000,34,0.9377421795458873,0.0066310312311270705,0.000600448563853
2000,35,0.9378675125749413,0.00964207752314056,0.000672101918684
2000,36,0.9380541696043984,0.010418852232875864,0.000772456325207
2000,37,0.9377799141323662,0.007972995049644539,0.000801388346152
2000,38,0.9385640699573263,0.012704470149442435,0.000932433358804
2000,39,0.9380586858135095,0.010147318021393185,0.00092374911314
2000,40,0.9378357014287937,0.012859277527538892,0.000735754914351
2000,41,0.9381021313681511,0.014579385344290189,0.000909942436749
2000,42,0.9380165653028574,0.009971518864826126,0.00129664900232
2000,43,0.9377409807264753,0.01185717698562863,0.0010005845893
2000,44,0.937650792182077,0.007577326179571004,0.000928856061447
2000,45,0.9378664588585057,0.00827503977226997,0.000871105818423
2000,46,0.9381233247836609,0.010706782706337329,0.000940934238357
2000,47,0.9381545650749298,0.012071751984034113,0.000449991154896
2000,48,0.9380519837436357,0.01227678599804045,0.000983141880572
2000,49,0.9379819643795474,0.010066507771828626,0.000845611403264
2006,0,0.9693245353049978,0.010649038849628478,0.00186154975987
2006,1,0.9692576582208734,0.0060927984555487966,0.00192944507963
2006,2,0.9693588027441234,0.017538337625471016,0.00172536233052
2006,3,0.9694183705318026,0.016961224017513415,0.00173290091003
2006,4,0.9691919214630588,0.009777446609823687,0.00184373049296
2006,5,0.9691830028477848,0.00568727795226147,0.00204393562109
2006,6,0.9691600986076186,0.006328492663718383,0.0018577190127
2006,7,0.9693545699909429,0.013847185936189154,0.00214661578295
2006,8,0.9693123390923931,0.012264045778018899,0.00222728783885
2006,9,0.9692608427366844,0.008593437568455004,0.00200139657572
2006,10,0.9692257875283831,0.0065493390644694865,0.00187865437818
2006,11,0.9696050698946284,0.011389028967090308,0.00195395460797
2006,12,0.9693942001411269,0.009681708722184832,0.00192683499278
2006,13,0.9696014514457397,0.016033283373084545,0.00188419806632
2006,14,0.9690850535365686,0.011033855274606917,0.00187626915446
2006,15,0.969356200741559,0.010795924601667927,0.00190868299114
2006,16,0.9694404209144056,0.017349428696440978,0.00186439955317
2006,17,0.9693956825217332,0.016850709468602714,0.00185899369952
2006,18,0.9696478909678616,0.018732167752423125,0.00165785679784
2006,19,0.9694573552173141,0.01089713833029644,0.00180433370956
2006,20,0.9695409117650563,0.015040472798029477,0.00179922494969
2006,21,0.9697121623980222,0.018924384415057675,0.00232677885776
2006,22,0.9694592718558271,0.01122324057703769,0.00209125710415
2006,23,0.9693595720242205,0.009494471279216047,0.00218367845481
2006,24,0.9695173526077662,0.016343660495130287,0.00205733813514
2006,25,0.9695116934585436,0.015081758454502952,0.00200447388898
2006,26,0.969248890707185,0.014240307521634408,0.00185237195428
2006,27,0.9693085683176602,0.013169855018921353,0.00207861603713
2006,28,0.9692782481353155,0.010042411896414964,0.00178410190088
2006,29,0.9690762440468698,0.006695334403148007,0.00190665262842
2006,30,0.969396608329194,0.01450207483745384,0.0018356693703
2006,31,0.9691050507378948,0.004045242071982199,0.00198453855741
2006,32,0.9689444742488594,0.005608308913591327,0.0019105501318
2006,33,0.9693422820845758,0.013413752278698165,0.00176441116025
2006,34,0.9692269096363905,0.013254064460800317,0.00197072235179
2006,35,0.9692704109430178,0.011554289036546832,0.00174574947236
2006,36,0.9693306892581394,0.01386890331884399,0.00187105839283
2006,37,0.9694436585099044,0.015126594198185461,0.00225557461893
2006,38,0.9692787008998228,0.008212518753770829,0.00200497693478
2006,39,0.9693412616280996,0.01418002867970973,0.00193606534762
2006,40,0.9695308626479504,0.016527780206157815,0.00202690294483
2006,41,0.9693089458731328,0.008904791971284493,0.00168681662569
2006,42,0.969562454801702,0.016406047157944317,0.00187422898641
2006,43,0.9693118084041202,0.013820189452893707,0.00180283220211
2006,44,0.9694233753540387,0.013213855042996176,0.00194318381365
2006,45,0.9695475368471569,0.013805687915651987,0.0019383516951
2006,46,0.9693383220682206,0.014359883496246062,0.0019627007466
2006,47,0.9693472264141402,0.00968579287909355,0.00200532193003
2006,48,0.969158601532632,0.007031713508587199,0.00196054540438
2006,49,0.9695451989057987,0.015585453243864199,0.00202309989464
