Theta_st,Theta_cp,Theta_it,FK,FKS,CLU
0.0109464079765,0.114513611163,0.0486563960064,0.635797579021,0.000710761835561,0.252182062887
0.226287259868,0.164482016761,0.00663157059041,0.769382633754,0.0843416128677,0.0881440830963
0.108574653235,0.13947002868,0.013159567146,0.790331676169,0.0678926570817,0.0424616011943
0.213721886663,0.155644434959,0.00282992336369,0.777942331058,0.0821164253303,0.0862819468881
0.191346307764,0.0862401779518,0.0231961780262,0.787306551515,0.0774639700514,0.0714329557948
0.098478683532,0.0964397728486,0.0395317180004,0.794291643483,0.0651487685051,0.0198431904132
0.0762978297426,0.167727716389,0.0345315907986,0.664208569495,0.0225750409249,0.159486379293
0.0346109115674,0.0770384785404,0.0457858641339,0.724713673176,0.0127746575574,0.173404004196
0.218945919882,0.188943629695,0.000691082033006,0.767486975792,0.0830387887488,0.0887212816555
0.141069283094,0.149074401503,0.0438124691267,0.759636377257,0.0631020487214,0.0270707100737
0.134487687097,0.183394694679,0.0185916168078,0.764426824005,0.0625480252941,0.0371892937615
0.0954173240591,0.186398363763,0.0380051263369,0.661654603079,0.0248435568148,0.151038202728
0.0668126726862,0.140353849411,0.0161443488416,0.782303400239,0.0569129494981,0.0275835375209
0.0758405003151,0.214709835565,0.0436067464349,0.630837943715,0.0143612491163,0.195524418367
0.218992074952,0.0936868284734,0.00990444267835,0.790554488045,0.0822209828881,0.0834775853898
0.121819738487,0.117308597277,0.0337917617839,0.788781890066,0.0707269480975,0.0378411023549
0.146664476156,0.0353235253774,0.033629978038,0.809079234933,0.0750206576673,0.0512341116491
0.16439561709,0.0977967137949,0.0334610789081,0.787511536785,0.0688844538653,0.0562066267451
0.187336372403,0.125143525549,0.0258715377223,0.774454857414,0.0697638706149,0.0678804106816
0.0228121385053,0.042902949962,0.0296165788805,0.84132130822,0.0209506156814,0.0567606231246
0.245534446449,0.11033608494,0.00282241703016,0.779994485479,0.0726472533924,0.0910190897142
0.209909369254,0.10216499726,0.0224453781264,0.77821938973,0.0771856954247,0.0773642745738
0.0594152561666,0.172390506942,0.0144669795801,0.708654631081,0.0318697257632,0.12391254301
0.185596412575,0.156311941529,0.00369087536097,0.783639295875,0.0821938126963,0.0790483982417
0.128304884278,0.194157230622,0.0274573497124,0.743226729978,0.0581371475704,0.0245864429895
0.0279660574071,0.0404595733026,0.00470799378233,0.876785723509,0.0155889109792,0.00748961029586
0.244569306208,0.00412392022386,0.00436582192571,0.804904883422,0.0702233548962,0.0833716924644
0.242093912618,0.0805307071187,0.0284822225589,0.772702527768,0.0785916358095,0.0831354949013
0.177708735525,0.239154669155,0.029890547857,0.725967145468,0.0590109943632,0.0323986304367
0.204579184778,0.248859530568,0.046903997676,0.705226845142,0.0563363552984,0.0321558493896
0.0433786800057,0.214960135584,0.0280210460293,0.633700361987,0.00970782023424,0.214859805162
0.184807818891,0.0821387770683,0.00292441339635,0.808774894783,0.078078876079,0.0753062669763
0.119301463106,0.144011214898,0.00149663574059,0.805978313705,0.0863578562428,0.0599013868262
0.248711936723,0.0518233393344,0.0120442651158,0.790752491192,0.0767729373796,0.0875764271422
0.163126946978,0.247972885116,0.00808408734235,0.735627651295,0.0584195645918,0.0424321150311
0.165855062444,0.222088743576,0.044728181951,0.708340392703,0.0505751864998,0.0540901291732
0.157947200606,0.0877719444142,0.0206110591344,0.796340308323,0.0775176509146,0.0619561333939
0.0536123726787,0.183570164667,0.00858216182383,0.700214151821,0.0299065448787,0.136935960959
0.183646905802,0.165612858567,0.0394190050776,0.758166494157,0.0668300443534,0.0562990413348
0.0996822728036,0.0729018340868,0.00287527992578,0.84485523789,0.0831732139457,0.0495430493054
0.2354903222,0.247338786655,0.00838759189047,0.733009280953,0.0674448204276,0.0836160838264
0.236957999445,0.120752710184,0.00396573061982,0.780180851241,0.0759745244052,0.0896780646121
0.0948407662408,0.172927808234,0.042451936837,0.664500438891,0.0254734111442,0.149453537144
0.118645991429,0.198776970377,0.0268849783785,0.729924627623,0.0489696420095,0.0501059696297
0.0418941546036,0.174079164615,0.0225000383471,0.640791401187,0.011484407288,0.198705092415
0.0505903033637,0.0500159390551,0.00915246314842,0.869572816145,0.0663067779965,0.0130440749616
0.0219409131644,0.162674349878,0.00640579516747,0.66995368025,0.0127813450939,0.197320428499
0.0572784851188,0.158694541654,0.0204409037209,0.701404459252,0.0281281769941,0.13684142253
0.0903809574376,0.11345155155,0.0355990454085,0.783330072688,0.0598144724536,0.0173617677361
0.044730478711,0.0479907597988,0.0205790454587,0.851399595543,0.0603606426628,0.0219471382706
0.118036022036,0.0951139906952,0.0360649920238,0.797546202186,0.0700331469848,0.0380082514181
0.0258494390957,0.158238027293,0.0214108130285,0.639179782171,0.00718247164034,0.214363854845
0.129377229077,0.135327114975,0.0376744314046,0.774519905596,0.0650532188221,0.0320972480041
0.126844237473,0.0237649266031,0.0406103842904,0.819033758322,0.0775699205728,0.0397929692227
0.0909075849146,0.0732293518404,0.041822794153,0.807842906135,0.0699929334472,0.0181947383281
0.121767050645,0.152967445296,0.0029215628085,0.799037302519,0.0884340753756,0.05817151846
0.0140329493965,0.0619858434353,0.0249960218181,0.833382584819,0.0101908087296,0.0762829661843
0.0246197970188,0.121062134744,0.0446817452119,0.636892884747,0.00392633271555,0.232488604287
0.0442944621562,0.173502928392,0.0288186375009,0.63615595621,0.0106345343928,0.202901627288
0.0587810956381,0.112255326242,0.0156476223056,0.813014692151,0.0677591439793,0.0142447879192
0.237903252285,0.215559919123,0.0419805998487,0.73364413091,0.0656935757754,0.065881869029
0.243226023391,0.0965532682894,0.0293118471502,0.768231341501,0.0767421523652,0.0829426672997
0.147390644864,0.0274175987594,0.0389156182629,0.810198772538,0.0749983371234,0.0488206792289
0.110613943275,0.16651342891,0.0484805737544,0.682932493724,0.0313879461636,0.121022576588
0.217614040001,0.0876559359719,0.00665048002813,0.793913734175,0.0773681160871,0.0835871582526
0.241674329009,0.13445631845,0.0476057887586,0.755075175248,0.0683012528725,0.0739644270258
0.137276267113,0.143178522631,0.0187432790743,0.782062479447,0.0670192496491,0.0509216401712
0.216122157839,0.178976129976,0.00718509493133,0.766771998741,0.0843130152357,0.0857207074369
0.222429102046,0.172332949148,0.0263324738236,0.752596114508,0.0677426632596,0.0760219990703
0.201935043967,0.07926624539,0.0321752778759,0.781611476738,0.0725722000524,0.0702526227823
