Year,Seed,FK,FKS,AAWCE
2000,0,0.8949130033901659,0.1309683833071744,0.000123168921185
2000,1,0.894442467686275,0.1251003187008123,0.00118220271501
2000,2,0.8932928105892248,0.121825346309254,0.000583246534413
2000,3,0.8944174398499649,0.13072889763882517,0.00066292246619
2000,4,0.8942509360055083,0.12422506932470892,0.000557470923011
2000,5,0.8937730314431911,0.12226737343724471,0.000957410435212
2000,6,0.8932237343490039,0.12285679128358251,0.000696205214386
2000,7,0.8935755907951246,0.11863758292352537,0.000815267267324
2000,8,0.8936913737878732,0.12296802526030358,0.00101697121804
2000,9,0.8949820748401933,0.13007201507441551,0.0011105266437
2000,10,0.8946994510997494,0.13072349344930118,0.00102184375056
2000,11,0.894449811753175,0.1272233538707479,0.000892094922403
2000,12,0.894744364101651,0.13032520695096889,0.000790234241261
2000,13,0.8948802090195578,0.13142986483854116,0.000980779755217
2000,14,0.8942325534140848,0.12939124455886314,0.00099702519389
2000,15,0.8944506587146247,0.12940521919378578,0.000966015741854
2000,16,0.8937409506839769,0.1254510051023924,0.00106700712069
2000,17,0.8938686296407199,0.12708509429025933,0.000471332253272
2000,18,0.8939728254977362,0.12553213952917505,0.00116894755003
2000,19,0.8941047811830176,0.126686907249732,0.000628714241726
2000,20,0.8932459479195927,0.12121687071426988,0.000676488381899
2000,21,0.8943700494958157,0.12848287312307669,0.000556981296418
2000,22,0.8942714357044801,0.1260569095765971,0.0009935794265
2000,23,0.8944619995077592,0.1282698257638956,0.000815560984468
2000,24,0.8941378139987034,0.12575718722052276,0.0010766109669
2000,25,0.8937642971004416,0.1237809776498061,0.000824464195856
2000,26,0.8938967710240252,0.12554121532612358,0.00093955726251
2000,27,0.8942070198621634,0.12687417816471863,0.000929918977382
2000,28,0.8932891990635501,0.12062865554577824,0.00118631798098
2000,29,0.8944620789518359,0.1293721746635658,0.00134804267203
2000,30,0.8944809047888177,0.1295627274213067,0.000963502072261
2000,31,0.8944531018729294,0.12732659742985877,0.000843801748018
2000,32,0.8943029277012747,0.12942297594070215,0.000815672344775
2000,33,0.8944418299736422,0.12985531115174576,0.000372892201702
2000,34,0.8939859154481953,0.12749361047666502,0.000551115242391
2000,35,0.8941493563433822,0.12659167771642835,0.00106985046503
2000,36,0.8940138230113885,0.12482718458364751,0.000812964473657
2000,37,0.8942311120344412,0.12423862686117511,0.000471297260892
